what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394093397833
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394093398181
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1394093405364
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1394093407166
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394093408854
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394093412734
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1394093413648
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394093415317
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394093419109
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1394093419977
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394093422181
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394093430076
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1394093430112
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1394093431147
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1394093432294
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1394093454185
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1394093455646
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394093457541
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394093459691
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1394093460696
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394093461877
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394093464178
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1394093465195
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394093467348
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394093472677
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1394093472717
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1394093474846
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1394093482312
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1394093483266
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394093484735
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394093488588
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1394093489483
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394093491307
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394093493806
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1394093495677
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394093498228
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394093503372
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1394093503407
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1394093505408
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394093506593
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394093506898
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1394093537166
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1394093540693
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394093541972
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394093545012
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1394093547164
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394093548645
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394093551658
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1394093552351
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394093553957
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394093558727
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1394093558758
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1394093560487
