what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1393478260838
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1393478261511
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1393478262050
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393478262444
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393478267294
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393478267325
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393478269532
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393478272435
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393478273339
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393478283739
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393478287690
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1393478290786
error,log,,,"Could not write metadata for '/sphinx'.",1393478569615
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393478569661
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393478571275
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393478596216
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393478784994
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1393478853713
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393478853720
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393478857061
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393478857080
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393478857896
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393478862115
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1393478871198
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1393478876858
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393478879535
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1393478883123
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393478892904
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393478957325
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393478957466
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393478957958
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1393478958961
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393478958970
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393478963939
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393478964504
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393478966029
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393478966130
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393478967471
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393478969003
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393478969145
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393478973535
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393478986442
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393478988243
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393479066852
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1393479080802
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393479111683
error,log,,,"Could not write metadata for '/sphinx'.",1393479179602
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393479203042
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1393479209244
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393479212326
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393479215736
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1393479216811
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393479224369
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393479232402
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393479246563
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393479246812
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393479246813
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393479251576
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393479257979
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393479260826
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393479275277
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393479338239
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393479430027
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393479449712
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1393479495173
error,log,,,"Could not write metadata for '/sphinx'.",1393479524373
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393479524404
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393479532169
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1393479550823
