what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393470308694
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393470373890
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393470378755
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1393470386532
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1393470389045
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393470389752
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393470391398
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393470411362
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393470557751
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393470565653
error,log,,,"Could not write metadata for '/sphinx'.",1393470586662
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393470586709
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393470589266
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393470617294
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393470619329
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393470631544
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393470661497
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393470671064
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393470687663
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393470696741
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393470768519
error,log,,,"Could not write metadata for '/sphinx'.",1393470917357
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393470936780
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1393471050105
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1393471050499
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393471050524
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393471089588
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1393471091937
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393471092372
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1393471093152
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393471106032
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1393471107690
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393471109791
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1393471111264
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393471112310
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1393471112952
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393471127665
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393471135990
error,log,,,"Could not write metadata for '/sphinx'.",1393471436048
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393471436102
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393471473323
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393471680398
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393471680852
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393471681390
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393471682032
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393471700395
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393471714814
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393471747073
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393471771343
